####道具配置总表																																					
##游戏中所有物品,无论装备,丹药物品,均属道具,道具类别的定义均由本表提供基础数据.道具类型ID和道具子类型ID必须唯一.																																					
#																																					
#道具类型名称                     : 道具类型,如装备,丹药等等,同时这个名称将会被部分界面等地方引用. 																																					
#道具类型ID                       : 道具类型的ID编号.																																					
#道具子类型名称                   : 道具子类型名称,如重兵,飞剑等,同时这个名称将会被部分界面等地方引用.																																					
#道具子类型ID                     : 道具子类型的ID编号.																																					
#道具类目ID                       : 道具自所属类目下的编号,是用来区分同类型同子类下不同道具的ID																																					
#道具名称                         : 道具名称 																																					
#道具单位名称                     : 道具的单位名称 																																					
#道具描述                         : 道具文字描述																																					
#道具小图示资源路径               : 道具小型图示资源,如E,R键可能用到的小图示.																																					
#道具大图示资源路径               : 道具的展示图示资源.																																					
#道具属性个数                     : 这个道具将具有多少个自身的属性,这个属性值得是比如耐久度,使用限制,CD等等.																																					
#道具属性类型1                    : 属性的类型 																																					
#道具属性1                        : 属性的值																																					
#道具效果属性个数                 : 这个属性泛指所有角色所含属性,比如血,灵力之类.																																					
#道具效果属性类型1                : 属性类型																																					
#道具效果属性1                    : 属性值 																																					
#道具触发后需要执行的脚本模块数量 : 当这个道具被触发,将执行的动作 ,这个动作是																																					
#道具触发后执行的脚本模块1        : 道具被触发后执行的脚本模块ID																																					
#道具触发后执行的脚本模块数据1    : 道具被触发后执行的脚本模块数据																																					
MaxPropCount	5																																				
MaxBaseEffectCount	4																																				
MaxAddEffectCount	3																																				
MaxRunCount	1																																				
#道具类型名称	#道具类型ID	#道具子类型名称	#道具子类型ID	#道具类目ID	#道具名称	#道具单位名称	#道具描述	#道具出处描述	#道具小图示资源路径	#道具大图示资源路径	#道具资源路径	#道具属性类型1	#道具属性1	#道具属性类型2	#道具属性2	#道具属性类型3	#道具属性3	#道具属性类型4	#道具属性4	#道具属性类型5	#道具属性5	#道具效果属性类型1	#道具效果属性1	#道具效果属性类型2	#道具效果属性2	#道具效果属性类型3	#道具效果属性3	#道具效果属性类型4	#道具效果属性4	#道具附加属性类型1	#道具附加效果1	#道具附加属性类型2	#道具附加效果2	#道具附加属性类型3	#道具附加效果3	#道具触发后执行的脚本模块1	#道具触发后执行的脚本模块数据1
装备	1	双刃	3	1034001	金乌双刀	对	此刀蛇刃蝎尾，刀身暗金，还未出手已觉气息阴寒凌厉。	用万载冰魄打造，通体寒光，一刀挥出，周围气温也随之下降，中者寒气袭体，灵力运转迟滞	GameLegend/Icon/Equipment/WeaponIcon_008	GameLegend/Illustration/equip_illu/equip_iliu_48	Prefabs/Player/Equip/bishou002	1	260	2	130	null	null	null	null	null	null	9	335	11	335	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035001	汲风双刃	对	刀身镶有六颗紫晶，出手时晶体发出暗芒，刀刃携风而去。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_008	GameLegend/Illustration/equip_illu/equip_iliu_48	Prefabs/Player/Equip/bishou002	1	298	2	149	null	null	null	null	null	null	9	390	11	390	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1036001	白幽斧	对	白刃小斧，斧身饰有云纹，似乎是早年某修仙家族之物。	上古神器,五方天帝共同所制,置于东海,从此江海无妖魔.后神秘失踪.	GameLegend/Icon/Equipment/WeaponIcon_009	GameLegend/Illustration/equip_illu/equip_iliu_49	Prefabs/Player/Equip/bishou008	1	500	2	250	null	null	null	null	null	null	9	1086	11	1086	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1031101	蚀心爪	对	蚀心利爪，灌注灵力后能穿岩凿壁，飞旋而去直取敌人要害。	三寸短剑，剑刃上嵌有七颗星状的暗器，将灵力灌注于剑，可使七颗星状暗器飞脱疾出，于不意之间取人性命	GameLegend/Icon/Equipment/WeaponIcon_027	GameLegend/Illustration/equip_illu/equip_iliu_33	Prefabs/Player/Equip/bishou011	1	550	2	275	null	null	null	null	null	null	9	1345	11	1345	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1032101	神无爪	对	至阴至毒的锋利铁爪，能在伤敌之时吸人生气，化阳为阴。	以不传秘法锻制玄铁精金，去芜存菁，取精华为金匕。匕首光洁，杀人沾血，挥之即去，如人落泪，名为泣血。	GameLegend/Icon/Equipment/WeaponIcon_027	GameLegend/Illustration/equip_illu/equip_iliu_33	Prefabs/Player/Equip/bishou011	1	600	2	300	null	null	null	null	null	null	9	1431	11	1431	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1033101	乌龙夺	对	用墨蛟利爪炼制出的顶阶灵器，其锋锐之力令人咋舌，穿膛掏心毫不费力。	上古神器,五方天帝共同所制,置于东海,从此江海无妖魔.后神秘失踪.	GameLegend/Icon/Equipment/WeaponIcon_028	GameLegend/Illustration/equip_illu/equip_iliu_34	Prefabs/Player/Equip/bishou007	1	1010	2	505	null	null	null	null	null	null	9	3599	11	3599	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1034101	黄商斧	对	一对黄铜小斧，通体光华流转，灵通外露。	用万载冰魄打造，通体寒光，一刀挥出，周围气温也随之下降，中者寒气袭体，灵力运转迟滞	GameLegend/Icon/Equipment/WeaponIcon_005	GameLegend/Illustration/equip_illu/equip_iliu_54	Prefabs/Player/Equip/bishou005	1	1100	2	550	null	null	null	null	null	null	9	5055	11	5055	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035101	碎金斧	对	锋刃无比的一双利斧，削铁碎金毫不费力，甚至能劈开某些普通的法器。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_005	GameLegend/Illustration/equip_illu/equip_iliu_54	Prefabs/Player/Equip/bishou005	1	1212	2	606	null	null	null	null	null	null	9	5255	11	5255	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1036101	流焰斧	对	赤铜小斧，通体灵光大耀，刃上红光如赤焰流火，故名“流焰斧”。	上古神器,五方天帝共同所制,置于东海,从此江海无妖魔.后神秘失踪.	GameLegend/Icon/Equipment/WeaponIcon_006	GameLegend/Illustration/equip_illu/equip_iliu_55	Prefabs/Player/Equip/bishou014	1	2048	2	1024	null	null	null	null	null	null	9	10670	11	10670	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1031201	寒晶刃	对	寒晶所化的三寸短刃，十步之内都可感受到极寒之气。	三寸短剑，剑刃上嵌有七颗星状的暗器，将灵力灌注于剑，可使七颗星状暗器飞脱疾出，于不意之间取人性命	GameLegend/Icon/Equipment/WeaponIcon_062	GameLegend/Illustration/equip_illu/equip_iliu_135	Prefabs/Player/Equip/bishou0016	1	2138	2	1069	null	null	null	null	null	null	9	12698	11	12698	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1032201	冷锋刃	对	此刃形如冰体，剑风冷冽刺骨。中刃者寒气袭体、灵力大泄。	以不传秘法锻制玄铁精金，去芜存菁，取精华为金匕。匕首光洁，杀人沾血，挥之即去，如人落泪，名为泣血。	GameLegend/Icon/Equipment/WeaponIcon_062	GameLegend/Illustration/equip_illu/equip_iliu_135	Prefabs/Player/Equip/bishou0016	1	2458	2	1229	null	null	null	null	null	null	9	12949	11	12949	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1033201	紫极刃	对	曾为魔宗之物，后经上百年锻炼改造，魔性消失殆尽，为正道所用。	上古神器,五方天帝共同所制,置于东海,从此江海无妖魔.后神秘失踪.	GameLegend/Icon/Equipment/WeaponIcon_061	GameLegend/Illustration/equip_illu/equip_iliu_136	Prefabs/Player/Equip/bishou0022	1	4168	2	2084	null	null	null	null	null	null	9	26411	11	26411	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1034201	虎啸	对	精致的护手利刺，利刺上方雕有鬼面，骁勇如虎。	用万载冰魄打造，通体寒光，一刀挥出，周围气温也随之下降，	GameLegend/Icon/Equipment/WeaponIcon_060	GameLegend/Illustration/equip_illu/equip_iliu_134	Prefabs/Player/Equip/bishou006	1	5000	2	2500	null	null	null	null	null	null	9	35221	11	35221	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035201	狼袭	对	一双精刚诡刺，制敌之势如饿狼奔袭，封喉毙命。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_059	GameLegend/Illustration/equip_illu/equip_iliu_133	Prefabs/Player/Equip/bishou0023	1	8510	2	4255	null	null	null	null	null	null	9	67012	11	67012	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035203	妖瞳	对	妖瞳利刃碧中发黑，妖异之息缠绕剑身，能吸收人的邪念增加灵通。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_057	GameLegend/Illustration/equip_illu/equip_iliu_131	Prefabs/Player/Equip/bishou017	1	6750	2	2250	null	null	null	null	null	null	9	12949	11	12949	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035204	雪虹剑	对	此双剑属阴，有流虹绕身，挥舞间如行云流水、一气呵成。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_058	GameLegend/Illustration/equip_illu/equip_iliu_132	Prefabs/Player/Equip/bishou020	1	12765	2	4255	null	null	null	null	null	null	9	67012	11	67012	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035208	邪兵	对	天南修仙界顶级法宝，正邪难辨的神器，因此也让正魔两道争抢不休。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_056	GameLegend/Illustration/equip_illu/equip_iliu_130	Prefabs/Player/Equip/bishou0024	1	3375	2	1125	null	null	null	null	null	null	9	5255	11	5255	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035209	冰魄	对	冰系法宝，刀身上有七颗冰晶，不断散发出冰寒之瘴。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_024	GameLegend/Illustration/equip_illu/equip_iliu_30	Prefabs/Player/Equip/bishou003	1	825	2	275	null	null	null	null	null	null	9	390	11	390	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035210	紫芒	对	艳紫的一双利刃，刃上有沟回利刺，跳脱之间令人防不胜防。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_025	GameLegend/Illustration/equip_illu/equip_iliu_31	Prefabs/Player/Equip/bishou009	1	900	2	300	null	null	null	null	null	null	9	1431	11	1431	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035211	千叶刃	对	千钩百回的翠色弯刀，以古法炼制而成，神通不俗。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_040	GameLegend/Illustration/equip_illu/equip_iliu_39	Prefabs/Player/Equip/bishou030	1	1650	2	550	null	null	null	null	null	null	9	1431	11	1431	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035212	百蜈钩	对	修仙界赫赫有名的神器，据说是某飞升灵界的修士遗下的弯刀法宝。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_039	GameLegend/Illustration/equip_illu/equip_iliu_40	Prefabs/Player/Equip/bishou015	1	1818	2	606	null	null	null	null	null	null	9	5255	11	5255	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035213	鬼首钢刀	对	一对精刚短刀，刀背伏有鬼首，刀光低调却凌厉，有阴狠之劲。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_002	GameLegend/Illustration/equip_illu/equip_iliu_18	Prefabs/Player/Equip/bishou031	1	447	2	149	null	null	null	null	null	null	9	390	11	390	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	双刃	3	1035214	凰纹短刀	对	通体金光闪烁，刀柄和刀背都刻有精致的凰纹，霸道而不失巧劲。。	木属性飞剑，以千年天雷竹为原材料炼制而成，配合青元剑决使用，剑若群蜂，需有大灵力者才能驾驭	GameLegend/Icon/Equipment/WeaponIcon_001	GameLegend/Illustration/equip_illu/equip_iliu_21	Prefabs/Player/Equip/bishou032	1	3687	2	1229	null	null	null	null	null	null	9	12949	11	12949	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1111001	荆布护肩	件	粗荆麻布所制的修士护肩。	龙纹头盔,威武不凡.	GameLegend/Icon/Equipment/Equip_Tire_1_6	GameLegend/Illustration/equip_illu/equip_iliu_142	Prefabs/Player/Equip/top_13	1	100	2	50	null	null	null	null	null	null	10	9	2	25	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1112001	道藏护肩	件	暗藏了道门真灵的修士护肩，能契合道门玄法能显露神通。	紫光缭绕,不似凡间之物.	GameLegend/Icon/Equipment/Equip_Tire_1_1	GameLegend/Illustration/equip_illu/equip_iliu_07	Prefabs/Player/Equip/top_2	1	208	2	104	null	null	null	null	null	null	10	42	2	99	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1113001	玄武肩甲	件	铁制肩甲，中间铁翼层层相叠，可见丝丝灵气。	上古仅存灵兽灵之所化,能避火袭,妖魔回避.	GameLegend/Icon/Equipment/Equip_Tire_3_1	GameLegend/Illustration/equip_illu/equip_iliu_62	Prefabs/Player/Equip/top_3	1	436	2	218	null	null	null	null	null	null	10	100	2	311	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1114001	血焰肩甲	件	一对血色肩翼，左肩饰有龙头，龙口吐焰，怒目而威。	龙纹头盔,威武不凡.	GameLegend/Icon/Equipment/Equip_Tire_4_1	GameLegend/Illustration/equip_illu/equip_iliu_73	Prefabs/Player/Equip/top_4	1	916	2	458	null	null	null	null	null	null	10	181	2	905	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1115001	辰霜护肩	件	冰系护肩，有霜寒之气缭绕，看起来不似凡间之物。	紫光缭绕,不似凡间之物.	GameLegend/Icon/Equipment/Equip_Tire_5_1	GameLegend/Illustration/equip_illu/equip_iliu_83	Prefabs/Player/Equip/top_5	1	1924	2	962	null	null	null	null	null	null	10	362	2	2000	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1116001	昆仑肩甲	件	原为皇族之物，后遭各派抢夺而失踪。有着特殊的灵通，能炼金刚不坏之身。	上古仅存灵兽灵之所化,能避火袭,妖魔回避.	GameLegend/Icon/Equipment/Equip_Tire_6_1	GameLegend/Illustration/equip_illu/equip_iliu_93	Prefabs/Player/Equip/top_6	1	4040	2	2020	null	null	null	null	null	null	10	871	2	4125	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1111101	裂帛护肩	件	锦衣余料所作的粗制护肩，比之麻布倒是结实了不少。	龙纹头盔,威武不凡.	GameLegend/Icon/Equipment/Equip_Tire_1_6	GameLegend/Illustration/equip_illu/equip_iliu_142	Prefabs/Player/Equip/top_13	1	174	2	87	null	null	null	null	null	null	10	31	2	74	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1112101	辟火护肩	件	融合了五行之外的稀世精材,能避火袭,妖魔回避.	紫光缭绕,不似凡间之物.	GameLegend/Icon/Equipment/Equip_Tire_2_4	GameLegend/Illustration/equip_illu/equip_iliu_67	Prefabs/Player/Equip/top_2	1	364	2	182	null	null	null	null	null	null	10	75	2	243	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1113101	大罗肩甲	件	赤铁所制的硬甲护肩，妖兽魔灵难以近身。	上古仅存灵兽灵之所化,能避火袭,妖魔回避.	GameLegend/Icon/Equipment/Equip_Tire_3_4	GameLegend/Illustration/equip_illu/equip_iliu_103	Prefabs/Player/Equip/top_9	1	764	2	382	null	null	null	null	null	null	10	153	2	744	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1114101	狱魔肩甲	件	魔宗战将所遗之物，魔气依稀可见。	龙纹头盔,威武不凡.	GameLegend/Icon/Equipment/Equip_Tire_4_4	GameLegend/Illustration/equip_illu/equip_iliu_78	Prefabs/Player/Equip/top_15	1	1604	2	802	null	null	null	null	null	null	10	282	2	1723	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1115101	神禹护肩	件	赤色灵翼，能吐火焰，通灵时能灼烧避敌。	紫光缭绕,不似凡间之物.	GameLegend/Icon/Equipment/Equip_Tire_5_4	GameLegend/Illustration/equip_illu/equip_iliu_88	Prefabs/Player/Equip/top_11	1	3366	2	1683	null	null	null	null	null	null	10	625	2	3588	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	肩部	11	1116101	赤练肩甲	件	带刺肩甲，甲片层层相扣相合，历久弥坚。	上古仅存灵兽灵之所化,能避火袭,妖魔回避.	GameLegend/Icon/Equipment/Equip_Tire_6_4	GameLegend/Illustration/equip_illu/equip_iliu_98	Prefabs/Player/Equip/top_12	1	7070	2	3535	null	null	null	null	null	null	10	1355	2	7500	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1121001	荆布短褐	件	粗荆麻布所制的修士短褐。	不知来历的神秘衣物	GameLegend/Icon/Equipment/Equip_Cuirass_1_6	GameLegend/Illustration/equip_illu/equip_iliu_140	Prefabs/Player/Equip/body_13	1	120	2	60	null	null	null	null	null	null	10	18	2	50	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1122001	道藏宝衣	件	暗藏了道门真灵的修士长衫，能契合道门玄法能显露神通。	很少有人知道,欧冶子祖上其实是裁缝.	GameLegend/Icon/Equipment/Equip_Cuirass_1_1	GameLegend/Illustration/equip_illu/equip_iliu_10	Prefabs/Player/Equip/body_2	1	244	2	122	null	null	null	null	null	null	10	86	2	198	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1123001	玄武锁甲	件	由铠甲锁片环扣而连的铁衣，可以轻松上阵，不惧敌攻。	天界神将所配披风	GameLegend/Icon/Equipment/Equip_Cuirass_3_1	GameLegend/Illustration/equip_illu/equip_iliu_65	Prefabs/Player/Equip/body_3	1	502	2	251	null	null	null	null	null	null	10	201	2	623	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1124001	血焰深衣	件	赤色锦袍，袍上有火灵附着，能避各种邪灵煞气。	不知来历的神秘衣物	GameLegend/Icon/Equipment/Equip_Cuirass_4_1	GameLegend/Illustration/equip_illu/equip_iliu_76	Prefabs/Player/Equip/body_4	1	1034	2	517	null	null	null	null	null	null	10	362	2	1810	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1125001	辰霜袍	件	冰系锦袍，袍上有冰灵附着，寒气袅袅。	很少有人知道,欧冶子祖上其实是裁缝.	GameLegend/Icon/Equipment/Equip_Cuirass_5_1	GameLegend/Illustration/equip_illu/equip_iliu_86	Prefabs/Player/Equip/body_5	1	2136	2	1068	null	null	null	null	null	null	10	723	2	4000	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1126001	昆仑软甲	件	灵通不俗的软甲，原为皇族之物，能炼金刚不坏之身。	天界神将所配披风	GameLegend/Icon/Equipment/Equip_Cuirass_6_1	GameLegend/Illustration/equip_illu/equip_iliu_96	Prefabs/Player/Equip/body_6	1	4420	2	2210	null	null	null	null	null	null	10	1742	2	8250	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1121101	裂帛短褐	件	破旧锦缎所制的短褐，习武之人的平常衣物。	不知来历的神秘衣物	GameLegend/Icon/Equipment/Equip_Cuirass_1_6	GameLegend/Illustration/equip_illu/equip_iliu_140	Prefabs/Player/Equip/body_14	1	204	2	102	null	null	null	null	null	null	10	60	2	148	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1122101	辟火宝衣	件	能避火袭的半袖长衫，是不可多得的宝贝。	很少有人知道,欧冶子祖上其实是裁缝.	GameLegend/Icon/Equipment/Equip_Cuirass_2_4	GameLegend/Illustration/equip_illu/equip_iliu_71	Prefabs/Player/Equip/body_8	1	418	2	209	null	null	null	null	null	null	10	149	2	485	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1123101	大罗明光	件	 天南无双的轻质硬铠，有铁兽作镜护住心口，敌人绝无可乘之机。	天界神将所配披风	GameLegend/Icon/Equipment/Equip_Cuirass_3_4	GameLegend/Illustration/equip_illu/equip_iliu_106	Prefabs/Player/Equip/body_9	1	862	2	431	null	null	null	null	null	null	10	306	2	1488	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1124101	狱魔深衣	件	魔宗战将所遗战衣，魔气隐隐透出，让人不寒而栗。	不知来历的神秘衣物	GameLegend/Icon/Equipment/Equip_Cuirass_4_4	GameLegend/Illustration/equip_illu/equip_iliu_81	Prefabs/Player/Equip/body_10	1	1780	2	890	null	null	null	null	null	null	10	565	2	3445	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1125101	神禹袍	件	半袖长袍，传说与洪荒时的修仙大士有关。	很少有人知道,欧冶子祖上其实是裁缝.	GameLegend/Icon/Equipment/Equip_Cuirass_5_4	GameLegend/Illustration/equip_illu/equip_iliu_91	Prefabs/Player/Equip/body_11	1	3684	2	1842	null	null	null	null	null	null	10	1250	2	7175	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	衣服	12	1126101	赤练软甲	件	贴身软甲，饰有飘带长翎，好似仙家之物。	天界神将所配披风	GameLegend/Icon/Equipment/Equip_Cuirass_6_4	GameLegend/Illustration/equip_illu/equip_iliu_101	Prefabs/Player/Equip/body_12	1	7640	2	3820	null	null	null	null	null	null	10	2711	2	15000	null	null	null	null	null	null	null	null	null	null	null	null
装备	1	护腕	13	1131001	荆布护手	双	粗荆麻布所制的修士护手。	神秘的护腕,佩之夜间功力倍增.	GameLegend/Icon/Equipment/Equip_Cuff_1_6	GameLegend/Illustration/equip_illu/equip_iliu_141	Prefabs/Player/Equip/hand_13	1	110	2	55	null	null	null	null	null	null	10	12	2	50	null	null	null	null	null	null	null	null	null	null	null	null
